"plate","state","license_type","summons_number","issue_date","violation_time","violation","judgment_entry_date","fine_amount","penalty_amount","interest_amount","reduction_amount","payment_amount","amount_due","precinct","county","issuing_agency","violation_status","summons_image"
"FGZ3616","NY","PAS","8864083420","01/15/2022","12:12P","FIRE HYDRANT",,"115","0","0","0","115","0","070","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rNUVRVFJOZWxGNVRVRTlQUT09&locationName=_____________________)"
"HVK2886","NY","PAS","8864083534","01/15/2022","12:54P","REG. STICKER-EXPIRED/MISSING",,"65","0","0","0","65","0","070","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rNUVRVFJOZWxWNlRrRTlQUT09&locationName=_____________________)"
"BB75975","CT","PAS","8683622940","07/01/2021","09:36A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","114","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FMTZXWGxOYW1zd1RVRTlQUT09&locationName=_____________________)"
"HTD4826","NY","PAS","8823984324","06/10/2022","08:36A","NO PARKING-STREET CLEANING",,"65","10","0","0","75","0","009","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVMTZhelJPUkUxNVRrRTlQUT09&locationName=_____________________)"
"KKY2188","NY","PAS","8989545535","02/24/2022","09:43A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","090","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FOVVWVEJPVkZWNlRsRTlQUT09&locationName=_____________________)"
"GST1188","NY","PAS","8864083390","01/15/2022","12:03P","INSP. STICKER-EXPIRED/MISSING",,"65","10","0","0","75","0","070","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rNUVRVFJOZWswMVRVRTlQUT09&locationName=_____________________)"
"LKVH94","FL","PAS","8913913793","04/09/2021","08:10A","NO PARKING-DAY/TIME LIMITS",,"65","0","0","0","65","0","013","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFMTZhM2hOZW1NMVRYYzlQUT09&locationName=_____________________)"
"KSH4962","NY","PAS","8989546060","02/24/2022","12:35P","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","090","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FOVVWVEJPYWtFeVRVRTlQUT09&locationName=_____________________)"
"GP149811","IL","PAS","8989546084","02/24/2022","12:40P","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","090","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FOVVWVEJPYWtFMFRrRTlQUT09&locationName=_____________________)"
"AWF5872","NY","PAS","8683622903","07/01/2021","09:16A","NO PARKING-DAY/TIME LIMITS",,"60","0","0","0","60","0","114","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FMTZXWGxOYW10M1RYYzlQUT09&locationName=_____________________)"
"GTP7178","NY","PAS","8683623014","07/01/2021","10:49A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","114","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FMTZXWGxOZWtGNFRrRTlQUT09&locationName=_____________________)"
"GJJ3769","NY","PAS","8683622988","07/01/2021","09:43A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","114","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FMTZXWGxOYW1zMFQwRTlQUT09&locationName=_____________________)"
"HUC9585","NY","PAS","8995168640","07/28/2021","11:54A","NO PARKING-DAY/TIME LIMITS",,"60","0","0","0","60","0","094","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNVVSVEpQUkZrd1RVRTlQUT09&locationName=_____________________)"
"GDP7134","NY","PAS","8989728307","02/23/2022","11:04A","NO STANDING-EXC. TRUCK LOADING",,"95","0","0","0","95","0","090","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FOVVZM2xQUkUxM1RuYzlQUT09&locationName=_____________________)"
"FZW2139","NY","PAS","8989835112","02/23/2022","02:22P","NO STANDING-TAXI STAND",,"115","0","0","0","115","0","088","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FOVVaM3BPVkVWNFRXYzlQUT09&locationName=_____________________)"
"2439742","IN","PAS","8823984336","06/10/2022","08:39A","NO STANDING-BUS STOP",,"115","0","0","0","115","0","009","NY","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVMTZhelJPUkUxNlRtYzlQUT09&locationName=_____________________)"
"81038MH","NY","COM","8683622885","07/01/2021","09:09A","FAIL TO DSPLY MUNI METER RECPT",,"35","0","0","5","30","0","114","Q","TRAFFIC","HEARING HELD-GUILTY REDUCTION","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FMTZXWGxOYW1jMFRsRTlQUT09&locationName=_____________________)"
"KRW3553","NY","PAS","4811225818","11/07/2022","09:50P","PHTO SCHOOL ZN SPEED VIOLATION","02/02/2023","50","25","5.82","0","80.82","0","000","MN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbmVFMVVTWGxPVkdkNFQwRTlQUT09&locationName=_____________________)"
"KPK5583","NY","PAS","8683623166","07/02/2021","08:48A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","114","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FMTZXWGxOZWtVeVRtYzlQUT09&locationName=_____________________)"
"GSV4673","NY","PAS","8995168780","07/29/2021","11:39A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","094","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNVVSVEpQUkdNMFRVRTlQUT09&locationName=_____________________)"
"HNJ3032","NY","PAS","8994574931","08/30/2021","02:52P","NO STANDING-DAY/TIME LIMITS",,"115","0","0","0","115","0","073","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNUVWVE5PUkd0NlRWRTlQUT09&locationName=_____________________)"
"LPS4251","PA","PAS","8823984350","06/10/2022","08:49A","NO PARKING-STREET CLEANING",,"65","10","0","0","75","0","009","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVMTZhelJPUkUweFRVRTlQUT09&locationName=_____________________)"
"C74JYG","NJ","PAS","8995168857","07/29/2021","11:47A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","094","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNVVSVEpQUkdjeFRuYzlQUT09&locationName=_____________________)"
"HSA8407","NY","PAS","8683623130","07/02/2021","08:39A","REG. STICKER-EXPIRED/MISSING",,"65","0","0","0","65","0","114","Q","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FMTZXWGxOZWtWNlRVRTlQUT09&locationName=_____________________)"
"KLC3307","NY","PAS","8585088849","10/08/2022","06:52A","INSP. STICKER-EXPIRED/MISSING",,"65","0","0","0","65","0","028","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FNVVRVFJQUkdjd1QxRTlQUT09&locationName=_____________________)"
"KMA4806","NY","OMS","8823984361","06/10/2022","09:09A","INSP. STICKER-EXPIRED/MISSING",,"65","0","0","0","65","0","009","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVMTZhelJPUkUweVRWRTlQUT09&locationName=_____________________)"
"KLT8143","NY","PAS","8994574967","08/30/2021","03:09P","FRONT OR BACK PLATE MISSING",,"65","0","0","65","0","0","075","K","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNUVWVE5PUkdzeVRuYzlQUT09&locationName=_____________________)"
"DUJ6757","NY","PAS","8244025141","09/30/2016",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSSk1FNUVRWGxPVkVVd1RWRTlQUT09&locationName=_____________________)"
"HEZ2779","NY","PAS","8683623129","07/02/2021","08:38A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","114","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FMTZXWGxOZWtWNVQxRTlQUT09&locationName=_____________________)"
"22511MM","NY","COM","8683623178","07/02/2021","08:51A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","114","Q","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FMTZXWGxOZWtVelQwRTlQUT09&locationName=_____________________)"
"CMX3927","NY","PAS","8683623245","07/02/2021","09:28A","FAIL TO DSPLY MUNI METER RECPT",,"35","0","0","35","0","0","114","Q","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FMTZXWGxOZWtrd1RsRTlQUT09&locationName=_____________________)"
"FWT2056","NY","PAS","8683623221","07/02/2021","09:09A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","114","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FMTZXWGxOZWtsNVRWRTlQUT09&locationName=_____________________)"
"KAP740","AK","PAS","8995168869","07/29/2021","11:49A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","094","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNVVSVEpQUkdjeVQxRTlQUT09&locationName=_____________________)"
"T718924C","NY","OMT","9113644920","03/18/2024","06:13A","CROSSWALK",,"115","0","0","0","115","0","109","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFMTZXVEJPUkd0NVRVRTlQUT09&locationName=_____________________)"
"Y101806C","NY","OMT","9007714752","10/01/2022","08:22A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","052","BX","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwNTZZM2hPUkdNeFRXYzlQUT09&locationName=_____________________)"
"MYR4269","TX","PAS","8683623142","07/02/2021","08:43A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","114","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FMTZXWGxOZWtVd1RXYzlQUT09&locationName=_____________________)"
"JNL2403","NY","PAS","8683623154","07/02/2021","08:44A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","114","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FMTZXWGxOZWtVeFRrRTlQUT09&locationName=_____________________)"
"KFM5938","NY","PAS","8850381128","06/15/2021","09:48A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","101","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VMUVUVFJOVkVWNVQwRTlQUT09&locationName=_____________________)"
"JLC2192","NY","OMS","8864083613","01/15/2022","01:22P","INSP. STICKER-EXPIRED/MISSING",,"65","0","0","0","65","0","070","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rNUVRVFJOZWxsNFRYYzlQUT09&locationName=_____________________)"
"JLT3243","NY","PAS","8636492403","12/12/2020","12:20P","EXPIRED MUNI METER",,"35","0","0","0","35","0","114","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVrNXFVVFZOYWxGM1RYYzlQUT09&locationName=_____________________)"
"KKE4801","NY","PAS","4811225867","11/07/2022","09:51P","PHTO SCHOOL ZN SPEED VIOLATION",,"50","25","0","0","75","0","000","MN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbmVFMVVTWGxPVkdjeVRuYzlQUT09&locationName=_____________________)"
"17937NA","NY","COM","8636491149","12/04/2020","02:20P","DOUBLE PARKING",,"115","0","0","115","0","0","110","Q","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVrNXFVVFZOVkVVd1QxRTlQUT09&locationName=_____________________)"
"92445NB","NY","COM","8585090297","10/12/2022","08:56A","BIKE LANE",,"115","0","0","0","115","0","032","NY","TRAFFIC","HEARING HELD-GUILTY REDUCTION","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FNVVRVFZOUkVrMVRuYzlQUT09&locationName=_____________________)"
"KJR4930","NY","PAS","8850543001","06/09/2021","07:10A","NO STANDING-DAY/TIME LIMITS",,"115","0","0","0","115","0","114","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VMUVWVEJOZWtGM1RWRTlQUT09&locationName=_____________________)"
"HMV6854","NY","PAS","4842470823","05/22/2023","09:08A","PHTO SCHOOL ZN SPEED VIOLATION",,"50","0","0","0","50","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk1FMXFVVE5OUkdkNVRYYzlQUT09&locationName=_____________________)"
"KJL6083","NY","PAS","9064422199","07/07/2023","05:24P","INSP. STICKER-EXPIRED/MISSING",,"65","0","0","0","65","0","112","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1rNUVVWGxOYWtVMVQxRTlQUT09&locationName=_____________________)"
"JSF9570","NY","PAS","8636491009","12/03/2020","03:13P","FRONT OR BACK PLATE MISSING",,"65","0","0","0","65","0","114","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVrNXFVVFZOVkVGM1QxRTlQUT09&locationName=_____________________)"
"Y206174C","NY","OMT","4842470940","05/22/2023","09:10A","PHTO SCHOOL ZN SPEED VIOLATION",,"50","0","0","0","50","0","000","MN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk1FMXFVVE5OUkdzd1RVRTlQUT09&locationName=_____________________)"
"KKB9807","NY","PAS","8850542999","06/09/2021","07:08A","NO STANDING-DAY/TIME LIMITS",,"115","0","0","0","115","0","114","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VMUVWVEJOYW1zMVQxRTlQUT09&locationName=_____________________)"
"7ERT308","CA","PAS","9085880579","10/20/2023","09:21A","NO PARKING-STREET CLEANING",,"65","10","0","0","75","0","078","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk5FNVVaelJOUkZVelQxRTlQUT09&locationName=_____________________)"
"95SVC","NY","ORG","8636495763","12/31/2020","01:22P","INSP. STICKER-EXPIRED/MISSING",,"65","0","0","0","65","0","114","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVrNXFVVFZPVkdNeVRYYzlQUT09&locationName=_____________________)"
"JCM5927","PA","PAS","8957971490","05/03/2021","01:49P","NO STANDING-DAY/TIME LIMITS",,"115","0","0","0","115","0","044","BX","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VNTZhek5OVkZFMVRVRTlQUT09&locationName=_____________________)"
"JKB3188","NY","PAS","8957971373","05/03/2021","08:55A","NO PARKING-DAY/TIME LIMITS",,"60","0","0","0","60","0","048","BX","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VNTZhek5OVkUwelRYYzlQUT09&locationName=_____________________)"
"FPY3466","NY","PAS","8244026080","10/04/2016",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSSk1FNUVRWGxPYWtFMFRVRTlQUT09&locationName=_____________________)"
"CPW7275","NY","PAS","8850381116","06/15/2021","09:42A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","101","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VMUVUVFJOVkVWNFRtYzlQUT09&locationName=_____________________)"
"QNHD67","FL","PAS","8989882655","02/23/2022","11:38A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","094","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FOVVaelJOYWxreFRsRTlQUT09&locationName=_____________________)"
"KJK4078","NY","PAS","8990184575","02/23/2022","01:24A","NO PARKING-STREET CLEANING",,"65","0","0","65","0","0","084","K","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VMUVSVFJPUkZVelRsRTlQUT09&locationName=_____________________)"
"XLXZ16","NJ","PAS","9089647399","11/09/2023","02:05P","NO STANDING-DAY/TIME LIMITS",,"115","0","0","0","115","0","020","NY","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk5FOVVXVEJPZWswMVQxRTlQUT09&locationName=_____________________)"
"FACCXS","NY","RGL","8864083650","01/15/2022","01:48P","FAIL TO DSPLY MUNI METER RECPT",,"35","0","0","0","35","0","070","K","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rNUVRVFJOZWxreFRVRTlQUT09&locationName=_____________________)"
"KHN6748","NY","PAS","4811225892","11/07/2022","09:52P","PHTO SCHOOL ZN SPEED VIOLATION",,"50","25","0","0","75","0","000","BX","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbmVFMVVTWGxPVkdjMVRXYzlQUT09&locationName=_____________________)"
"KKL5037","NY","PAS","8683623415","07/02/2021","01:00P","REG. STICKER-EXPIRED/MISSING",,"65","0","0","0","65","0","114","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FMTZXWGxOZWxGNFRsRTlQUT09&locationName=_____________________)"
"HJZ6255","NY","PAS","8864083674","01/15/2022","01:53P","FAIL TO DSPLY MUNI METER RECPT",,"35","0","0","0","35","0","070","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rNUVRVFJOZWxrelRrRTlQUT09&locationName=_____________________)"
"KSS2588","NY","PAS","8585090388","10/13/2022","07:21A","NO STANDING-DAY/TIME LIMITS",,"115","0","0","0","115","0","032","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FNVVRVFZOUkUwMFQwRTlQUT09&locationName=_____________________)"
"80BF10","NY","MOT","8683623300","07/02/2021","09:45A","NO PARKING-STREET CLEANING",,"65","0","0","65","0","0","114","Q","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FMTZXWGxOZWsxM1RVRTlQUT09&locationName=_____________________)"
"T101174C","NY","OMT","4842470987","05/22/2023","09:11A","PHTO SCHOOL ZN SPEED VIOLATION",,"50","0","0","0","50","0","000","BK","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk1FMXFVVE5OUkdzMFRuYzlQUT09&locationName=_____________________)"
"HHT2229","NY","PAS","8990731598","02/24/2022","08:39A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","077","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VMUVZM3BOVkZVMVQwRTlQUT09&locationName=_____________________)"
"KKS6353","NY","PAS","8990731896","02/24/2022","11:30A","BIKE LANE",,"115","0","0","0","115","0","077","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VMUVZM3BOVkdjMVRtYzlQUT09&locationName=_____________________)"
"KHT2376","NY","PAS","8991280377","02/23/2022","01:51P","NO STANDING-COMM METER ZONE",,"115","0","0","115","0","0","090","K","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VMVVTVFJOUkUwelRuYzlQUT09&locationName=_____________________)"
"36BG59","NY","MOT","8683623294","07/02/2021","09:44A","NO PARKING-STREET CLEANING",,"65","0","0","65","0","0","114","Q","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FMTZXWGxOZWtrMVRrRTlQUT09&locationName=_____________________)"
"JKB4142","NY","PAS","8683623440","07/06/2021","08:13A","FRONT OR BACK PLATE MISSING",,"65","0","0","0","65","0","115","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FMTZXWGxOZWxFd1RVRTlQUT09&locationName=_____________________)"
"6NS633","MA","PAS","8995169060","07/29/2021","12:10P","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","094","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNVVSVEpQVkVFeVRVRTlQUT09&locationName=_____________________)"
"DSG5742","NY","PAS","8991497159","02/24/2022","02:21P","NO STANDING-DAY/TIME LIMITS",,"115","0","0","0","115","0","084","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VMVVVVFZPZWtVeFQxRTlQUT09&locationName=_____________________)"
"JPT3780","NY","PAS","8991497299","02/24/2022","04:08P","NO STANDING-EXC. TRUCK LOADING",,"95","0","0","0","95","0","084","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VMVVVVFZPZWtrMVQxRTlQUT09&locationName=_____________________)"
"KNE8966","NY","PAS","8864083686","01/15/2022","01:54P","FAIL TO DSPLY MUNI METER RECPT",,"35","0","0","0","35","0","070","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rNUVRVFJOZWxrMFRtYzlQUT09&locationName=_____________________)"
"AL40588","CT","PAS","9081494855","09/29/2023","01:39P","NO STANDING-EXC. TRUCK LOADING",,"95","0","0","0","95","0","001","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk5FMVVVVFZPUkdjeFRsRTlQUT09&locationName=_____________________)"
"KNP2239","NY","PAS","8585092695","10/20/2022","09:47A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","026","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FNVVRVFZOYWxrMVRsRTlQUT09&locationName=_____________________)"
"KYZ4428","NY","PAS","4811225880","11/07/2022","09:52P","PHTO SCHOOL ZN SPEED VIOLATION","02/02/2023","50","25","6.47","0.06","81.41","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbmVFMVVTWGxPVkdjMFRVRTlQUT09&locationName=_____________________)"
